id,name,income,loanAmount,creditScore,monthsEmployed,numCreditLines,totalCreditLimit,totalBalance,pastDuePayments,educationLevel,employmentStatus,maritalStatus,gender,age_group,ethnicity,riskProbability,decision
LP-98706,User 88706,19886.692959481534,33678.140345222746,592,76,4,60157.447292243145,3567.0851665475057,3,PhD,Unemployed,Married,Male,26-40,Group D,0.00100913924738098,Reject
LP-98707,User 88707,21970.24127355485,31891.063288448233,479,327,6,38560.491552894164,13221.811109677543,2,PhD,Self-Employed,Divorced,Male,41-60,Group B,0.002116946757681264,Reject
LP-98708,User 88708,77227.31885749788,12353.17819092322,531,358,2,25940.280679122672,11996.166380274519,0,PhD,Self-Employed,Single,Female,18-25,Group B,0.056867044118230056,Reject
LP-98709,User 88709,39912.192380477565,12960.892233053322,663,429,2,22209.582873723422,538.486090751021,6,PhD,Unemployed,Married,Female,60+,Group B,0.12115805082897395,Reject
LP-98710,User 88710,59257.18851046044,17540.84219931972,436,31,9,3424.3988947105063,13500.25539713466,8,High School,Unemployed,Divorced,Male,60+,Group B,0.04476196119507907,Reject
LP-98711,User 88711,53307.82346740062,16324.332382072014,495,399,5,5733.630574270908,4680.646861235018,7,High School,Employed,Married,Male,26-40,Group D,0.10732820890998776,Reject
LP-98712,User 88712,64166.35955869165,24834.409986136285,595,9,2,25166.025497535753,0.0,9,High School,Employed,Divorced,Male,18-25,Group D,0.027322327232378506,Reject
LP-98713,User 88713,52952.73499427525,32534.349372497014,810,215,13,26376.187246334048,12323.35517924069,4,PhD,Unemployed,Single,Female,41-60,Group A,0.07957785886050252,Reject
LP-98714,User 88714,52136.15092577128,18485.24509154391,758,276,13,28895.135116047106,20783.87423423551,7,PhD,Employed,Married,Female,41-60,Group B,0.1423412663214983,Reject
LP-98715,User 88715,20344.66437476103,8414.306601572462,749,431,9,12270.243378116946,15431.900022193297,2,High School,Unemployed,Divorced,Female,41-60,Group A,0.11164917812903548,Reject
LP-98716,User 88716,50699.851728687245,14600.891263514843,812,273,14,21182.209237779145,8484.30555806239,3,PhD,Employed,Married,Male,26-40,Group B,0.2961631914804733,Reject
LP-98717,User 88717,50473.43272012844,20467.0792098899,565,51,5,29224.44957776277,0.0,5,Master,Self-Employed,Single,Female,41-60,Group B,0.034034567341534906,Reject
LP-98718,User 88718,31163.54606282693,8598.43999884152,758,225,10,13280.417067351998,19000.67590728899,6,PhD,Self-Employed,Single,Male,26-40,Group D,0.19498020471646352,Reject
LP-98719,User 88719,15000.0,33733.90053192269,613,190,11,28237.3041852379,8626.130304189817,4,PhD,Employed,Married,Male,26-40,Group C,0.0005314016990914161,Reject
LP-98720,User 88720,54897.22351963228,22009.054412767564,565,172,14,42238.12424575406,8457.959280845575,3,Bachelor,Unemployed,Divorced,Male,18-25,Group D,0.028558738173862327,Reject
LP-98721,User 88721,74485.39047725253,22745.218545106134,422,291,5,33165.90122640775,12488.25751378879,3,Bachelor,Employed,Divorced,Female,18-25,Group B,0.01926263582845832,Reject
LP-98722,User 88722,15000.0,20520.434573917173,798,315,4,33032.638067608175,7832.7908660640105,6,PhD,Unemployed,Divorced,Female,26-40,Group B,0.0066099795471913055,Reject
LP-98723,User 88723,46633.26351827914,14158.762043772707,344,171,3,18282.37685193485,12423.327722868302,6,PhD,Employed,Married,Male,26-40,Group B,0.033048076397073335,Reject
LP-98724,User 88724,15000.0,2892.8181917462716,371,274,12,24689.56099093166,16565.120700821295,6,PhD,Employed,Married,Male,60+,Group B,0.043862249970277815,Reject
LP-98725,User 88725,62997.35373377209,1000.0,658,145,2,18806.059326587776,4087.1328363449675,9,Master,Self-Employed,Married,Female,41-60,Group B,0.19891349886228382,Reject
LP-98726,User 88726,73683.50992588965,5411.880584968261,656,414,12,49880.93360164814,0.0,7,Bachelor,Self-Employed,Single,Male,41-60,Group A,0.4045403835332409,Approve
LP-98727,User 88727,48046.84821464401,10471.671726609227,390,140,9,22904.426593990614,15165.710151837273,0,High School,Self-Employed,Single,Female,26-40,Group A,0.030759366362534006,Reject
LP-98728,User 88728,62494.99152273944,10517.779990069183,466,165,6,10505.42324239546,11981.905489175757,9,Bachelor,Employed,Single,Male,41-60,Group B,0.09812242731795118,Reject
LP-98729,User 88729,51271.24162149414,14625.301199381354,844,26,4,51951.35735197569,9702.73262763411,8,Bachelor,Employed,Married,Male,60+,Group C,0.22889269408140833,Reject
LP-98730,User 88730,30589.21997581862,22129.839127990115,401,318,2,39090.759215865706,12866.088333415817,6,Bachelor,Self-Employed,Single,Female,41-60,Group A,0.008545847621513173,Reject
LP-98731,User 88731,47311.08909094518,25930.359781653555,565,367,10,21162.13776870997,15557.040899808155,0,High School,Employed,Married,Female,41-60,Group B,0.04096905616907868,Reject
LP-98732,User 88732,49453.79728910548,18219.158049894882,824,389,12,7251.231629499522,4703.139469856202,6,PhD,Self-Employed,Married,Female,18-25,Group D,0.08917795208478814,Reject
LP-98733,User 88733,47093.51623654257,23434.676198661116,384,200,8,38197.761804179805,20999.240735992033,1,Master,Employed,Single,Male,41-60,Group C,0.024032731018386846,Reject
LP-98734,User 88734,57427.871367125386,12460.315689667503,340,242,6,6550.068695075068,14018.536470848743,8,Bachelor,Self-Employed,Married,Male,26-40,Group C,0.05428882400284124,Reject
LP-98735,User 88735,52651.06194610108,22927.26145816469,711,288,3,29598.921470802583,4797.44828732253,3,PhD,Self-Employed,Divorced,Female,41-60,Group C,0.09720483655613876,Reject
LP-98736,User 88736,46116.66001967368,13607.353370558598,626,304,12,14586.848380185755,4394.736953566293,8,PhD,Unemployed,Married,Female,41-60,Group C,0.0951275337452372,Reject
LP-98737,User 88737,37173.91574975046,6125.424426965803,421,115,6,29888.89670700262,1100.8826804024575,5,Bachelor,Unemployed,Single,Female,26-40,Group A,0.03464021188903136,Reject
LP-98738,User 88738,59993.98160669519,2633.3254310074244,754,110,14,30885.735867808206,10622.984498266645,2,PhD,Self-Employed,Married,Male,26-40,Group D,0.3465249028289526,Reject
LP-98739,User 88739,58604.765876658836,9501.531834156387,790,305,5,44578.443329631715,11577.538727781932,6,Bachelor,Employed,Married,Male,18-25,Group D,0.19308838980616044,Reject
LP-98740,User 88740,53539.40900796986,26574.079205352828,567,428,2,32472.5618820208,11973.750086386415,7,Master,Self-Employed,Single,Female,18-25,Group C,0.02216853121018368,Reject
LP-98741,User 88741,33410.115363740224,6731.379658055568,406,462,3,35540.100273963806,0.0,6,PhD,Self-Employed,Married,Female,26-40,Group A,0.05570218288891705,Reject
LP-98742,User 88742,27376.688251880372,26269.34186896414,818,395,14,27135.393336058536,18224.436915248087,3,Bachelor,Unemployed,Married,Female,26-40,Group D,0.03299633582793754,Reject
LP-98743,User 88743,63514.497719570274,24180.893241823564,832,251,14,1881.5259519373067,17800.99693020897,0,Bachelor,Employed,Single,Female,26-40,Group A,0.19127312294695295,Reject
LP-98744,User 88744,32162.911696012,18258.94254350702,519,169,10,32510.34240619678,18789.81416027518,9,Bachelor,Employed,Married,Male,26-40,Group C,0.02867280808233616,Reject
LP-98745,User 88745,43248.868568577585,17285.35061400028,722,152,3,46675.69789860607,18814.41849560893,1,High School,Unemployed,Married,Male,26-40,Group D,0.1228498750599347,Reject
LP-98746,User 88746,18888.684791710923,18020.77783357372,498,475,10,17080.042135907584,3581.8020182312484,0,PhD,Unemployed,Married,Male,18-25,Group D,0.004955065539971663,Reject
LP-98747,User 88747,58861.57487530793,10889.049131521733,492,389,5,23118.173202193047,24279.892551766112,2,Bachelor,Self-Employed,Married,Female,26-40,Group D,0.09770992885018547,Reject
LP-98748,User 88748,25206.950494569788,16323.869621783988,439,258,13,39041.87073551391,4182.075995349383,3,Bachelor,Unemployed,Single,Male,26-40,Group C,0.017345640931566698,Reject
LP-98749,User 88749,24173.292583785777,35503.325265076965,513,450,4,62852.67721740032,0.0,5,PhD,Unemployed,Divorced,Male,18-25,Group B,0.0011528045020430613,Reject
LP-98750,User 88750,30215.265652477152,16786.588969008775,363,397,6,25023.694223815844,0.0,9,PhD,Unemployed,Single,Female,41-60,Group C,0.013805348738096971,Reject
LP-98751,User 88751,58580.55005071863,29570.098809592717,424,473,10,26190.58724687034,6888.97935795336,7,High School,Self-Employed,Single,Female,26-40,Group D,0.0345344574208585,Reject
LP-98752,User 88752,45676.69192150958,13968.22590728713,656,1,13,59297.487299921035,5364.506408211218,9,Bachelor,Employed,Single,Male,18-25,Group B,0.0362582361932605,Reject
LP-98753,User 88753,37325.00022155891,24549.32385008467,360,446,6,20792.459578295355,0.0,5,Bachelor,Unemployed,Married,Male,26-40,Group D,0.019802039162395178,Reject
LP-98754,User 88754,83052.80460381448,33436.0168446022,538,65,12,2203.8351053756887,9846.050539033411,5,Master,Unemployed,Divorced,Female,18-25,Group B,0.017226203014187765,Reject
LP-98755,User 88755,60443.698965749725,5707.532060394717,350,15,2,47892.124652606246,4416.021872584024,8,Bachelor,Self-Employed,Single,Male,41-60,Group A,0.053168827372759075,Reject
LP-98756,User 88756,15000.0,1173.1858825878699,769,48,14,19553.055056876517,12857.810046052564,7,High School,Employed,Divorced,Female,41-60,Group B,0.1375471578556738,Reject
LP-98757,User 88757,32532.63231753301,19000.484845544855,350,477,7,33905.93319949714,5195.566525496627,8,Bachelor,Employed,Single,Male,18-25,Group B,0.008828248160298896,Reject
LP-98758,User 88758,15000.0,25771.894518258843,552,256,13,24520.365767551826,9392.33283623779,8,High School,Self-Employed,Single,Female,18-25,Group A,0.000237905637159449,Reject
LP-98759,User 88759,40439.81453551489,14521.862011714824,702,182,7,34201.250223529416,17457.802422456767,5,PhD,Self-Employed,Divorced,Male,26-40,Group D,0.1290572035497888,Reject
LP-98760,User 88760,70726.90017423329,10440.692360052457,560,353,2,8142.798419962644,10996.277428123101,6,High School,Self-Employed,Single,Female,60+,Group C,0.15143041512104488,Reject
LP-98761,User 88761,54975.7187337769,13512.571948982768,381,434,6,27618.396867934356,11099.431135414905,9,PhD,Unemployed,Married,Female,26-40,Group D,0.053123039026178764,Reject
LP-98762,User 88762,45327.500392118454,16514.167738353284,475,24,7,63432.727986419784,14915.120503468796,8,PhD,Self-Employed,Single,Female,41-60,Group A,0.02267035567990955,Reject
LP-98763,User 88763,40563.4075176998,18216.657744469492,565,74,5,45190.813101452266,15655.004984590258,1,PhD,Unemployed,Married,Female,26-40,Group A,0.027989922030712256,Reject
LP-98764,User 88764,56399.876374224485,1000.0,432,176,14,21322.240256436096,6314.189131423869,3,Bachelor,Employed,Married,Male,41-60,Group B,0.12166194988730286,Reject
LP-98765,User 88765,16116.201003846065,1000.0,670,215,2,20775.87154020308,30354.85916856844,7,High School,Unemployed,Divorced,Male,26-40,Group A,0.19910527043533943,Reject
LP-98766,User 88766,47591.860925398374,24831.991630039767,542,165,7,9890.147124024712,4609.085513341697,7,Bachelor,Unemployed,Married,Female,26-40,Group C,0.02660039636789119,Reject
LP-98767,User 88767,53372.17614122225,35590.70797979884,467,180,6,45958.991596226704,4110.2054278438945,9,PhD,Self-Employed,Single,Female,26-40,Group A,0.01355426354682739,Reject
LP-98768,User 88768,24521.116497561645,1000.0,522,74,11,33606.45849056417,17069.119939692006,3,Bachelor,Employed,Married,Male,41-60,Group D,0.09819412632265226,Reject
LP-98769,User 88769,32245.751876194412,1000.0,818,330,2,43660.55274496693,3262.2317447743962,0,PhD,Employed,Married,Female,41-60,Group D,0.33868165859564725,Reject
LP-98770,User 88770,89346.02423224419,19787.986705315696,309,293,8,34680.51621451297,6287.485076853209,9,PhD,Employed,Married,Male,26-40,Group D,0.07393617429769518,Reject
LP-98771,User 88771,60554.039431477555,21333.04294500082,825,282,13,43882.48086901408,0.0,1,High School,Unemployed,Married,Female,41-60,Group B,0.2041766977520734,Reject
LP-98772,User 88772,15905.896300267908,18844.29718995798,482,438,8,9407.47844335542,14891.804274547185,6,Master,Unemployed,Divorced,Female,26-40,Group D,0.0033931296237269004,Reject
LP-98773,User 88773,34994.23146459011,7862.770825462548,836,342,4,17210.160583071418,15270.878952432704,1,PhD,Self-Employed,Single,Male,41-60,Group C,0.3526263923170931,Reject
LP-98774,User 88774,49419.567318205955,3022.7790056810354,586,142,4,44857.08498999133,24299.917734220544,2,High School,Self-Employed,Married,Female,60+,Group A,0.11537443266456814,Reject
LP-98775,User 88775,96165.78324021309,31014.22943350906,373,260,13,40284.24408671509,6286.009554946446,0,PhD,Self-Employed,Single,Male,26-40,Group C,0.07470444148410668,Reject
LP-98776,User 88776,67800.11127999163,1000.0,563,346,10,5488.819718728366,7099.320916433205,1,Master,Employed,Divorced,Male,26-40,Group A,0.29725551324988053,Reject
LP-98777,User 88777,71799.37030123553,29303.80633953745,719,77,8,19720.394279607593,18364.996834803696,5,Master,Unemployed,Single,Female,26-40,Group B,0.0895725552459039,Reject
LP-98778,User 88778,57957.87619301767,18386.807158815598,840,441,7,32280.848492415025,13343.895533613651,8,Master,Unemployed,Single,Female,41-60,Group C,0.2922363585384666,Reject
LP-98779,User 88779,30309.513092426394,30855.419404536355,847,293,7,22666.09862518342,17129.097980168895,2,PhD,Self-Employed,Married,Female,26-40,Group B,0.026752252706130047,Reject
LP-98780,User 88780,81900.06011030855,38609.07288302659,673,338,1,11754.377617786253,17620.245164195432,9,PhD,Unemployed,Married,Male,26-40,Group A,0.17361443445226873,Reject
LP-98781,User 88781,67088.2611016385,25294.931542854298,457,473,5,26174.359962881066,12495.56994462147,6,PhD,Employed,Married,Female,41-60,Group A,0.06356275741862501,Reject
LP-98782,User 88782,75507.63915552707,8663.103422876899,726,97,5,26330.539145296614,10564.577825357193,4,High School,Self-Employed,Single,Male,26-40,Group D,0.3058594332599784,Reject
LP-98783,User 88783,84018.89792551368,14432.703056435901,840,478,1,40201.70795550912,12074.83103869655,9,PhD,Employed,Single,Female,41-60,Group D,0.48542002022465947,Approve
LP-98784,User 88784,81113.95931668831,16467.528209599895,384,9,3,50428.91083585599,7026.3496437283975,7,High School,Unemployed,Married,Male,26-40,Group B,0.056792863561388095,Reject
LP-98785,User 88785,49676.14519875226,24356.846565046653,434,249,1,19020.44602930073,35099.9797971411,2,Bachelor,Self-Employed,Divorced,Female,26-40,Group C,0.021589515048564937,Reject
LP-98786,User 88786,55464.313521183016,17973.63295283825,818,400,6,9797.69398472337,4352.399293645463,0,PhD,Self-Employed,Married,Female,41-60,Group D,0.2452967407226427,Reject
LP-98787,User 88787,53857.599594875195,17267.36116709846,593,369,3,14396.374387366288,4167.344848149361,1,Master,Employed,Married,Other,26-40,Group C,0.14726629774786723,Reject
LP-98788,User 88788,68570.59314592167,19221.593354810935,338,329,4,33152.91280477054,13004.435247482139,8,Bachelor,Self-Employed,Married,Female,18-25,Group D,0.014173547738397324,Reject
LP-98789,User 88789,56639.6619150704,19109.652527849692,787,415,10,29710.914498508224,8091.051830468364,9,PhD,Employed,Single,Male,26-40,Group A,0.3176958272174722,Reject
LP-98790,User 88790,52902.42795146281,1000.0,446,110,1,28863.57066854844,22724.92191710425,6,Bachelor,Unemployed,Married,Male,18-25,Group A,0.043360039289169615,Reject
LP-98791,User 88791,47887.664304726226,20884.35588977648,812,196,1,13929.458082497526,9281.88711575708,7,Master,Unemployed,Married,Male,41-60,Group B,0.1818040499356367,Reject
LP-98792,User 88792,47027.97368721123,25485.95008108444,545,316,6,40446.98094841219,14135.378916331989,5,Bachelor,Employed,Divorced,Female,41-60,Group C,0.034276412300331495,Reject
LP-98793,User 88793,56020.08502739119,11075.2451548715,524,254,11,28375.808729416316,5431.33529721087,6,Bachelor,Unemployed,Divorced,Male,26-40,Group C,0.12721463786289153,Reject
LP-98794,User 88794,75969.44782339528,24497.44890829059,739,477,5,15965.647016654406,5872.827707690576,0,Master,Unemployed,Divorced,Other,26-40,Group D,0.35792928103798555,Reject
LP-98795,User 88795,30959.82378783483,37655.906966862836,682,184,12,46697.98236581155,14503.910540082035,9,High School,Employed,Divorced,Female,26-40,Group C,0.005571045168955071,Reject
LP-98796,User 88796,51455.27914237158,1000.0,331,22,3,29250.073468938026,19651.320893957378,9,High School,Unemployed,Married,Female,60+,Group B,0.03431154737450044,Reject
LP-98797,User 88797,56904.8443372804,13552.56067072443,652,374,3,11902.621197696502,12866.861274050107,9,Bachelor,Self-Employed,Married,Male,26-40,Group C,0.2342933205694016,Reject
LP-98798,User 88798,83123.60824357232,9547.286008919753,736,109,2,26854.732383679686,10073.32675832503,1,Master,Employed,Divorced,Female,26-40,Group D,0.23930867162781305,Reject
LP-98799,User 88799,41355.55533934703,8325.087517603235,781,195,1,44865.786824281815,2298.1660445673197,6,Bachelor,Self-Employed,Divorced,Male,26-40,Group B,0.26383997453250957,Reject
LP-98800,User 88800,34404.68501696758,21988.403389507588,536,125,13,25547.250641682855,13227.6884231382,6,Bachelor,Employed,Divorced,Female,18-25,Group C,0.0053691269793026,Reject
LP-98801,User 88801,80195.29281986067,11027.69876710961,599,6,3,15253.505767674747,577.9030812200835,9,PhD,Unemployed,Divorced,Female,26-40,Group B,0.10727675706917479,Reject
LP-98802,User 88802,60192.33151942144,1000.0,623,345,9,17430.853260664284,15663.536988048418,8,High School,Unemployed,Married,Female,41-60,Group A,0.23558887204908685,Reject
LP-98803,User 88803,41546.84518448321,19825.986848674187,560,434,3,40626.58405796028,20976.534123954236,8,Bachelor,Self-Employed,Married,Female,18-25,Group A,0.01996583312736653,Reject
LP-98804,User 88804,71111.72341432891,3325.7904186965498,795,332,13,31939.27438712366,13997.571213047097,0,High School,Employed,Single,Female,18-25,Group C,0.20519733188090905,Reject
LP-98805,User 88805,15000.0,22678.005384966935,435,194,9,55996.73152355921,21176.81547106924,2,Master,Self-Employed,Divorced,Female,41-60,Group D,0.000608213865306404,Reject
LP-98806,User 88806,48929.60795148971,9071.94224762694,398,219,2,35183.99520055501,30623.141762840376,4,Master,Unemployed,Divorced,Female,41-60,Group D,0.04149198613550025,Reject
LP-98807,User 88807,55882.70563308477,6838.699083562096,566,234,2,58534.284428066014,3223.2235614580095,2,Master,Self-Employed,Married,Female,18-25,Group D,0.04541189082718074,Reject
LP-98808,User 88808,61794.97295295924,10294.276847500743,807,129,12,36390.227778894936,5015.8471088280985,7,Master,Unemployed,Married,Female,18-25,Group C,0.10048691362828839,Reject
LP-98809,User 88809,33479.13074847763,6144.702386290393,567,391,5,18772.50236480099,5481.373264110857,2,Master,Unemployed,Divorced,Male,26-40,Group B,0.15895197216729987,Reject
LP-98810,User 88810,33141.356091592395,31633.500792523955,481,196,12,33497.59898777863,11489.510851066061,7,High School,Self-Employed,Married,Female,60+,Group B,0.004996801729070745,Reject
LP-98811,User 88811,80807.57575484383,8813.748897475818,349,190,13,36409.412342571646,0.0,0,Master,Unemployed,Divorced,Female,26-40,Group B,0.05628823250291822,Reject
LP-98812,User 88812,50322.91251509676,25075.82568935268,348,170,12,5156.496626101081,1573.997714848243,5,Master,Employed,Divorced,Female,26-40,Group C,0.012137946350609639,Reject
LP-98813,User 88813,53187.385265978046,19297.334108811647,664,335,12,40068.031694018864,21884.893081427177,8,Master,Employed,Married,Female,26-40,Group B,0.10644471610417319,Reject
LP-98814,User 88814,35429.98536908222,23252.020825342097,589,200,10,30073.74683123982,2349.875416936252,9,High School,Employed,Married,Male,26-40,Group B,0.03372362238982417,Reject
LP-98815,User 88815,31654.751585974453,1000.0,469,190,10,35419.032751411556,0.0,1,PhD,Unemployed,Divorced,Male,41-60,Group A,0.10793369822747129,Reject
LP-98816,User 88816,38649.78988978092,17394.475157619436,462,214,2,44736.46083902256,21232.982138858606,5,PhD,Employed,Single,Male,60+,Group A,0.036741595896692826,Reject
LP-98817,User 88817,73910.60926087253,20090.19294342097,385,45,2,11026.119029867485,857.9612479281186,8,Bachelor,Self-Employed,Married,Female,26-40,Group B,0.02866456093021766,Reject
LP-98818,User 88818,37556.73725502798,9801.002714284627,353,266,13,21909.3866801039,10562.083990674375,9,High School,Employed,Single,Female,26-40,Group C,0.026163663031274306,Reject
LP-98819,User 88819,45270.08947917867,22110.56687346693,598,46,10,27966.430126212468,1588.2120140010938,1,Bachelor,Unemployed,Single,Other,26-40,Group B,0.04688439269575046,Reject
LP-98820,User 88820,82251.53959738562,20494.56541561122,534,357,7,32483.579035924813,15383.757102776215,6,High School,Self-Employed,Single,Male,26-40,Group B,0.1818596744341198,Reject
LP-98821,User 88821,92731.87910871016,1000.0,720,242,10,24420.320106135667,15511.882930444284,6,Master,Self-Employed,Single,Male,26-40,Group A,0.49320871168431935,Approve
LP-98822,User 88822,20667.18924175187,5512.5900936478065,417,293,3,40450.02050456423,0.0,5,Master,Unemployed,Divorced,Female,60+,Group D,0.029903541832682203,Reject
LP-98823,User 88823,15000.0,30025.850992701176,694,253,13,34285.77857555827,12683.455015084925,2,Master,Unemployed,Married,Female,26-40,Group B,0.0005380427708220072,Reject
LP-98824,User 88824,35748.81510565086,6136.157892596888,589,179,9,20660.643715041682,6577.883651132217,9,High School,Unemployed,Divorced,Male,26-40,Group C,0.12550815265409984,Reject
LP-98825,User 88825,30439.673426024652,28288.205752250935,828,450,5,19226.565665619837,12590.477506794019,8,High School,Self-Employed,Divorced,Female,41-60,Group B,0.04357519257260167,Reject
LP-98826,User 88826,59542.26616795851,13509.475664406527,743,393,7,33178.61151080499,19067.88565041552,1,Bachelor,Employed,Single,Male,26-40,Group B,0.3427780265352784,Reject
LP-98827,User 88827,49728.38529692729,14219.741317914666,314,355,4,31367.022687230936,6756.445171831557,8,Bachelor,Self-Employed,Married,Male,60+,Group C,0.045482708970573445,Reject
LP-98828,User 88828,47414.53072079499,26890.252809619775,584,56,7,45978.06931811762,27005.39906073251,3,PhD,Unemployed,Single,Female,41-60,Group C,0.0225873958746641,Reject
LP-98829,User 88829,67546.61348687441,7155.490203764285,506,80,4,58532.78405424446,20087.72932061227,1,PhD,Employed,Divorced,Male,26-40,Group D,0.12353201516942161,Reject
LP-98830,User 88830,15000.0,8106.248139747494,629,319,9,1000.0,0.0,5,Bachelor,Self-Employed,Divorced,Female,26-40,Group B,0.03500384194846071,Reject
LP-98831,User 88831,37638.14645291811,19046.395913807388,306,21,6,1000.0,10656.145508186906,6,Bachelor,Self-Employed,Divorced,Female,41-60,Group C,0.006164826925028399,Reject
LP-98832,User 88832,47670.36554854332,25628.969580976693,618,402,12,27083.49301331272,11320.056128126274,1,High School,Unemployed,Divorced,Female,26-40,Group D,0.05758914519902325,Reject
LP-98833,User 88833,70642.16583547027,13614.223065407909,697,449,2,7121.079000979793,16665.870065193092,2,Bachelor,Employed,Married,Female,41-60,Group B,0.26599465461314853,Reject
LP-98834,User 88834,48827.463850062726,23393.97176297303,322,385,2,32969.66610538805,13876.453323134167,1,PhD,Employed,Single,Male,26-40,Group C,0.028359107035845894,Reject
LP-98835,User 88835,58224.261296129895,1000.0,740,245,10,34469.83184687249,9808.9323975921,2,Bachelor,Self-Employed,Married,Female,26-40,Group C,0.2973259389524508,Reject
LP-98836,User 88836,43488.70103983264,14088.956665327276,785,440,7,41525.853799632016,0.0,8,PhD,Employed,Married,Male,26-40,Group A,0.3016915219002354,Reject
LP-98837,User 88837,49137.990934063986,7937.5351961283695,638,375,3,42037.54135947918,5241.01180675339,7,PhD,Employed,Married,Male,18-25,Group A,0.10799873960471254,Reject
LP-98838,User 88838,44139.463521461206,26209.170821666,828,417,6,51357.908836344934,22648.594072726126,7,Master,Employed,Divorced,Male,41-60,Group C,0.1844553746151397,Reject
LP-98839,User 88839,45399.36249147234,15715.928965646252,374,275,3,1000.0,0.0,8,PhD,Unemployed,Married,Female,26-40,Group C,0.025067328350234903,Reject
LP-98840,User 88840,51510.69871294272,11711.368077435332,762,89,13,48667.1928968238,21488.44167992541,0,PhD,Self-Employed,Married,Female,26-40,Group B,0.14274855921849242,Reject
LP-98841,User 88841,78926.4450657727,27674.378006597977,743,98,12,45964.699282925656,0.0,9,Bachelor,Employed,Divorced,Male,26-40,Group C,0.19715830717128885,Reject
LP-98842,User 88842,58284.845381359184,13474.847824371427,426,460,1,19678.44080663824,10995.747347335158,1,Master,Employed,Divorced,Male,18-25,Group D,0.04603999274702302,Reject
LP-98843,User 88843,45889.56632568377,20735.41416076645,750,143,9,33090.68109233185,1455.9970033670288,8,High School,Unemployed,Single,Male,26-40,Group C,0.12157910493575724,Reject
LP-98844,User 88844,60888.76650381615,19893.030845706733,354,41,2,20447.530005202556,0.0,9,PhD,Unemployed,Married,Other,60+,Group C,0.029364377886957758,Reject
LP-98845,User 88845,53643.766127716895,18883.804203318636,516,387,7,21396.652496498107,6702.693391383087,3,PhD,Self-Employed,Single,Female,26-40,Group A,0.06429270481910213,Reject
LP-98846,User 88846,61745.640505853306,15387.2765463036,404,100,14,34499.54151212483,0.0,8,High School,Self-Employed,Single,Other,41-60,Group D,0.052294366784465446,Reject
LP-98847,User 88847,42123.26219164921,36080.36072962405,322,329,14,44856.369941488185,6245.6846183054,1,PhD,Unemployed,Divorced,Male,26-40,Group B,0.007664687578718292,Reject
LP-98848,User 88848,59838.13809434464,10074.311092005515,451,16,13,22763.020607047,13078.592614753008,5,Master,Employed,Single,Male,18-25,Group C,0.02579768668627333,Reject
LP-98849,User 88849,60200.7242396207,10352.420247745558,578,284,4,28758.936293242354,0.0,1,High School,Employed,Single,Female,26-40,Group C,0.12112498223365231,Reject
LP-98850,User 88850,21611.9230708013,6161.282369775739,667,258,9,35745.658118183164,13045.161952604369,7,High School,Self-Employed,Married,Female,41-60,Group B,0.08169063554062647,Reject
LP-98851,User 88851,42297.34510942681,17069.807334910827,658,421,7,1000.0,0.0,5,PhD,Employed,Divorced,Male,26-40,Group A,0.15064149467767818,Reject
LP-98852,User 88852,46577.27214005877,25016.99342535989,655,119,3,25325.698557891097,7737.208257082846,7,Bachelor,Employed,Divorced,Female,18-25,Group B,0.014455418136348416,Reject
LP-98853,User 88853,43487.20347986472,31400.527641915345,766,35,11,33566.054736569764,14604.194191397459,4,Bachelor,Employed,Single,Male,60+,Group A,0.048952113316721155,Reject
LP-98854,User 88854,29426.01039334085,13312.851956333716,544,111,7,14565.7208052902,3406.4934130259126,7,High School,Unemployed,Single,Female,60+,Group A,0.023825349783308664,Reject
LP-98855,User 88855,15000.0,17743.34265628738,838,135,14,29535.198871018394,14911.86329417938,6,Bachelor,Unemployed,Married,Female,26-40,Group C,0.009528544029826974,Reject
LP-98856,User 88856,70563.12075083307,30219.31970490158,477,138,9,36914.52034081487,5686.3546778352475,6,High School,Employed,Married,Male,26-40,Group C,0.051866860902091465,Reject
LP-98857,User 88857,15000.0,25685.336495894233,705,369,4,24126.256678613598,0.0,4,PhD,Self-Employed,Divorced,Female,26-40,Group A,0.001708089490138575,Reject
LP-98858,User 88858,89571.56693590089,3005.4998369004425,778,86,6,11530.63800199245,19659.82615646415,3,Master,Employed,Single,Female,18-25,Group B,0.15637375153467734,Reject
LP-98859,User 88859,45271.8263854562,14248.76535647766,382,66,12,18634.592508646896,17886.07439266398,5,PhD,Employed,Divorced,Male,41-60,Group B,0.030300996782836785,Reject
LP-98860,User 88860,36653.075604393045,22109.26097965413,512,42,4,1190.5736401704562,3113.8929120093626,9,High School,Employed,Divorced,Male,60+,Group D,0.020374991291518645,Reject
LP-98861,User 88861,18997.977809565684,1000.0,584,387,13,37353.86256647307,9512.155085590854,0,High School,Unemployed,Married,Male,26-40,Group C,0.2017406608466669,Reject
LP-98862,User 88862,16802.521947040063,24897.559642978984,694,88,13,28922.86737716278,6123.693645048845,8,PhD,Employed,Divorced,Male,41-60,Group C,0.003035074767499408,Reject
LP-98863,User 88863,32166.03894914157,3520.4622667815383,620,318,7,47674.41243003876,15021.964924638101,8,PhD,Self-Employed,Divorced,Male,60+,Group A,0.20388295300649123,Reject
LP-98864,User 88864,53813.97104519083,7748.060456611138,574,407,3,40213.96855589061,7012.89375925869,9,Bachelor,Self-Employed,Single,Female,18-25,Group B,0.06082076816753161,Reject
